District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 43,"Huffman, Kurt",288.75,10/19/21 0:00,Sam'S Club,Littleton,CO,80123,Other,7214 ∑ Office Supplies
House District 43,"Huffman, Kurt",43.62,10/28/21 0:00,Verizon Wireless,New York,NY,10036,Telephone,
House District 43,"Huffman, Kurt",104.99,11/1/21 0:00,Lost Coast Signs & Swag,Mckinleyville,CA,95519,Other,7214 ∑ Office Supplies
House District 43,"Huffman, Kurt",35,11/8/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
House District 43,"Huffman, Kurt",200,11/8/21 0:00,Ellee B Photography,Parker,CO,80138,Other,6300 ∑ Photography Expense
House District 43,"Huffman, Kurt",966.95,11/17/21 0:00,Sean Parsons Design,Highlands Ranch,CO,80129,Other,6640 ∑ Design & Layout
House District 43,"Huffman, Kurt",300,11/18/21 0:00,Lost Coast Signs & Swag,Mckinleyville,CA,95519,Other,6624 ∑ Bumper Stickers
House District 43,"Huffman, Kurt",83.99,11/18/21 0:00,Decal Hog,Pickens,SC,29671,Other,6624 ∑ Bumper Stickers
House District 43,"Huffman, Kurt",121.32,11/23/21 0:00,Pepperdines Marking Pro,Denver,CO,80204,Other,7214 ∑ Office Supplies
House District 43,"Huffman, Kurt",53.72,11/28/21 0:00,Verizon Wireless,New York,NY,10036,Telephone,
House District 43,"Huffman, Kurt",1000,12/11/21 0:00,Christina E Francone,Littleton,CO,80128,Other,7410 ∑ General Consultants
House District 43,"Huffman, Kurt",-1000,12/11/21 0:00,Christina E Francone,Littleton,CO,80128,Other,Offset Due To Update Of Filed Item - 7410 ∑ General Consultants
House District 43,"Huffman, Kurt",1000,12/11/21 0:00,"Straightforward Communication, Llc",Littleton,CO,80128,Consultant & Professional Services,7410 ∑ General Consultants
House District 43,"Huffman, Kurt",1500,12/13/21 0:00,Kathryn  Mills,Castle Rock,CO,80104,Other,6420 ∑ Production & Design
House District 43,"Huffman, Kurt",238.78,12/15/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,6410 ∑ Registration & Hosting
House District 43,"Huffman, Kurt",125,12/23/21 0:00,Sean Parsons Design,Highlands Ranch,CO,80129,Other,6640 ∑ Design & Layout
House District 43,"Huffman, Kurt",53.72,12/28/21 0:00,Verizon Wireless,New York,NY,10036,Telephone,
House District 43,"Huffman, Kurt",27.25,12/31/21 0:00,Christina E Francone,Littleton,CO,80128,Other,7653 ∑ Vehicle Mileage Reimbursement
House District 43,"Huffman, Kurt",248,12/31/21 0:00,Wix.Com,San Francisco,CA,94110,Other,6410 ∑ Registration & Hosting
House District 43,"Huffman, Kurt",180,12/31/21 0:00,Wix.Com,San Francisco,CA,94110,Other,7350 ∑ Email Service
House District 43,"Huffman, Kurt",-27.25,12/31/21 0:00,Christina E Francone,Littleton,CO,80128,Other,Offset Due To Update Of Filed Item - 7653 ∑ Vehicle Mileage Reimbursement
House District 43,"Huffman, Kurt",27.25,12/31/21 0:00,"Straightforward Communication, Llc",Littleton,CO,80128,Other,7653 ∑ Vehicle Mileage Reimbursement
House District 44,"Dodd, Terry",,,,,,,,
House District 44,"Hartsook, Anthony",735,10/5/21 0:00,Royal B Threads Llc,Alto,TX,75925,Other,6420 ∑ Production & Design
House District 44,"Hartsook, Anthony",16,10/5/21 0:00,Royal B Threads Llc,Alto,TX,75925,Other,6625 ∑ Body Badges
House District 44,"Hartsook, Anthony",125,10/5/21 0:00,Royal B Threads Llc,Alto,TX,75925,Other,6640 ∑ Design & Layout
House District 44,"Hartsook, Anthony",10,10/5/21 0:00,Royal B Threads Llc,Alto,TX,75925,Other,7350 ∑ Email Service
House District 44,"Hartsook, Anthony",1000,10/15/21 0:00,Julie  Herrmann,Thornton,CO,80602,Other,7430 ∑ Fundraising Consultants
House District 44,"Hartsook, Anthony",8.3,10/15/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",4.3,11/1/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",4.3,11/2/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",150,11/10/21 0:00,"Sws Polifi, Llc",Lafayette,CO,80026,Other,7520 ∑ Accounting Fees
House District 44,"Hartsook, Anthony",500,11/22/21 0:00,Julie  Herrmann,Thornton,CO,80602,Other,7430 ∑ Fundraising Consultants
House District 44,"Hartsook, Anthony",8.9,11/29/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",2.36,11/30/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",14.6,12/3/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",8.3,12/12/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",500,12/13/21 0:00,Julie  Herrmann,Thornton,CO,80602,Other,7430 ∑ Fundraising Consultants
House District 44,"Hartsook, Anthony",4.3,12/19/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",212.64,12/22/21 0:00,Julie  Herrmann,Thornton,CO,80602,Other,7430 ∑ Fundraising Consultants
House District 44,"Hartsook, Anthony",4.3,12/22/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",10.3,12/25/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Hartsook, Anthony",12.6,12/31/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 44,"Henry, Robert",,,,,,,,
House District 45,"Jack, William (Bill)",975,10/18/21 0:00,Kevin  Van Winkle,Highlands Ranch,CO,80126,Consultant & Professional Services,
House District 45,"Jack, William (Bill)",19.8,10/19/21 0:00,First Bank,Castle Rock,CO,80104,Bank Fees,
House District 45,"Jack, William (Bill)",811.93,10/29/21 0:00,Cottrell,Centennial,CO,80112,Advertising,
House District 45,"Jack, William (Bill)",382.8,11/1/21 0:00,Us Postal Service,Castle Rock,CO,80104,Fundraising Expenses,
House District 45,"Jack, William (Bill)",23.2,11/2/21 0:00,Us Postal Service,Canon City,CO,81212,Fundraising Expenses,
House District 45,"Jack, William (Bill)",800,11/11/21 0:00,Kevin  Van Winkle,Highlands Ranch,CO,80126,Consultant & Professional Services,
House District 45,"Jack, William (Bill)",38.84,11/18/21 0:00,Office Depot,Castle Rock,CO,80104,Fundraising Expenses,
House District 45,"Jack, William (Bill)",280,12/11/21 0:00,Stoddard Design,Rye,CO,81069,Advertising,
House District 45,"Jack, William (Bill)",1,12/17/21 0:00,First Bank,Castle Rock,CO,80104,Bank Fees,
House District 45,"Jack, William (Bill)",226.3,12/31/21 0:00,"Anedot, Inc.",New Orleans,LA,70112,Fundraising Expenses,
House District 45,"Martinez, Ruby",41.5,2/22/22 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,Window Markers
House District 45,"Martinez, Ruby",6.8,2/22/22 0:00,Ups,Littleton,CO,80127,Consultant & Professional Services,
House District 45,"Martinez, Ruby",96.84,3/20/22 0:00,Results Group,Clive,IA,50325,Consultant & Professional Services,Business Cards
House District 45,"Martinez, Ruby",220.8,3/20/22 0:00,"Square Space, Inc.",Ny,NY,10014,Consultant & Professional Services,
House District 45,"Martinez, Ruby",25.77,4/27/22 0:00,Act Blue,Somerville,MA,2144,Consultant & Professional Services,Act Blue Processing Fee 3% ($859)
House District 45,"Martinez, Ruby",100,4/27/22 0:00,Mary  Martinez,Morrison,CO,80465,Other,Return Overpayment ($100) Of Contribution Amount In Excess Of $400 Allowed.
House District 45,"Frizell, Lisa",,,,,,,,
House District 46,"Ambler, Jonathan",24.85,1/15/21 0:00,Wix.Com,San Francisco,CA,94140,Advertising,Domain Registration
House District 46,"Ambler, Jonathan",72,1/22/21 0:00,Wix.Com,San Francisco,CA,94140,Advertising,Email Account
House District 46,"Ambler, Jonathan",204,2/1/21 0:00,Wix.Com,San Francisco,CA,94140,Advertising,Web Server Host
House District 46,"Ambler, Jonathan",2.96,3/30/21 0:00,,,,,Fundraising Expenses,Rtm
House District 46,"Ambler, Jonathan",2.22,6/23/21 0:00,,,,,Fundraising Expenses,Rtf
House District 46,"Ambler, Jonathan",2.22,9/22/21 0:00,,,,,Bank Fees,Rtm
House District 46,"Ambler, Jonathan",694.98,12/4/20 0:00,Committee To Elect Jonathan Ambler,Colorado City,CO,81019,Other,End Of Election Cycle - Zero Out To Designate Political Party Contribution.
House District 46,"Ambler, Jonathan",2.22,12/22/21 0:00,,,,,Bank Fees,Rtm
House District 46,"Mauro, Tisha",,,,,,,,
House District 46,"Munoz, Jason",,,,,,,,
House District 47,"Winter, Ty",68.68,1/13/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",500,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",844,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",51.29,1/21/22 0:00,Wallace Oil,La Junta,CO,81089,Other,7654 ∑ Vehicle Repairs & Maintenance
House District 47,"Winter, Ty",4.3,1/25/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",51.1,1/25/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",31,1/25/22 0:00,Shell Oil,Trinidad,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",319.69,2/9/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",49.71,2/14/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6612 ∑ Business Cards
House District 47,"Winter, Ty",2.3,2/15/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",132.46,2/15/22 0:00,Cat'S Pourhouse,Pueblo West,CO,81007,Other,5140 ∑ Event Food & Beverage
House District 47,"Winter, Ty",4.3,2/16/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",4.3,2/18/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",68.72,2/22/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",36.68,2/24/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",148.52,2/24/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",19.78,2/25/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",65.01,2/28/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",212.27,3/1/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
House District 47,"Winter, Ty",50,3/3/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",66.44,3/8/22 0:00,Conoco,Lamar,CO,81052,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",21.5,3/9/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",20.01,3/9/22 0:00,Shell Oil,Trinidad,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",22.03,3/10/22 0:00,Exxonmobil,Colorado City,CO,81019,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",26.95,3/10/22 0:00,Us Postal Service,Trinidad,CO,81082,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",200,3/13/22 0:00,Ryan  Winger,Frederick,CO,80504,Other,6141 ∑ Space Buys
House District 47,"Winter, Ty",16.3,3/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",70,3/16/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",79.86,3/21/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",66,3/21/22 0:00,Shell Oil,Trinidad,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",15.5,3/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",58.66,3/22/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",105.56,3/22/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",70,3/23/22 0:00,Wallace Oil,La Junta,CO,81089,Other,7654 ∑ Vehicle Repairs & Maintenance
House District 47,"Winter, Ty",40,3/28/22 0:00,Wallace Oil,La Junta,CO,81089,Other,7654 ∑ Vehicle Repairs & Maintenance
House District 47,"Winter, Ty",500,3/31/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",4.3,4/2/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",10.3,4/5/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",10.3,4/8/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",70,4/8/22 0:00,Loaf & Jug,Pueblo,CO,81003,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",75.54,4/12/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",4.3,4/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",1012.35,4/15/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
House District 47,"Winter, Ty",50.02,4/18/22 0:00,Exxonmobil,Colorado City,CO,81019,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",50,4/19/22 0:00,Phillips 66,Casstle Rock,CO,80104,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",1000,4/21/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",18.6,4/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",50.01,4/25/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",95.14,4/26/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6612 ∑ Business Cards
House District 47,"Winter, Ty",5.6,4/27/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",49.2,12/10/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",4.3,12/10/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",33.4,12/12/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",500,12/13/21 0:00,India  Hargett,Fort Lupton,CO,80621,Other,6420 ∑ Production & Design
House District 47,"Winter, Ty",500,12/13/21 0:00,Tammy  Klein,Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",1.3,12/13/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",24.2,12/14/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",8.3,12/15/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",144.58,12/16/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",55.35,12/16/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6612 ∑ Business Cards
House District 47,"Winter, Ty",20.6,12/20/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",27,12/21/21 0:00,Us Postal Service,Trinidad,CO,81082,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",17.8,12/21/21 0:00,Deluxe Checks,Colorado Springs,CO,80920,Other,7214 ∑ Office Supplies
House District 47,"Winter, Ty",24.6,12/25/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",4.3,12/29/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",23.54,12/31/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",3,12/31/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,"Ormiston, Edwin",,,,,,,,
House District 48,"Degroot, Terry",,,,,,,,
House District 48,"Evans, Gabe",1.3,1/6/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,1/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",0.98,1/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,1/13/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,1/14/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",5.7,1/16/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",400,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 48,"Evans, Gabe",238.69,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 48,"Evans, Gabe",4.3,1/17/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.26,1/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",47.04,1/25/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6614 ∑ Flyers
House District 48,"Evans, Gabe",18.2,2/1/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.1,2/2/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,2/3/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",11.9,2/4/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.3,2/5/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",144.57,2/10/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,7200 ∑ Office Expense
House District 48,"Evans, Gabe",1.3,2/18/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/20/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/27/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",212.27,3/1/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
House District 48,"Evans, Gabe",16.3,3/3/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",58,3/4/22 0:00,Us Postal Service,Hendereson,CO,80640,Other,6223 ∑ Postage
House District 48,"Evans, Gabe",4.3,3/5/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,3/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",16.3,3/11/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,3/16/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",61,3/20/22 0:00,Harts,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,"Evans, Gabe",39.56,3/21/22 0:00,Safeway,Fort Lupton,CO,80621,Other,5140 ∑ Event Food & Beverage
House District 48,"Evans, Gabe",4.33,3/30/22 0:00,Us Postal Service,Hendereson,CO,80640,Other,6223 ∑ Postage
House District 48,"Evans, Gabe",400,3/31/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 48,"Evans, Gabe",62.5,4/4/22 0:00,Murphy Express,Brighton,CO,80601,Other,7652 ∑ Vehicle Gas
House District 48,"Evans, Gabe",200,4/5/22 0:00,Ryan  Winger,Frederick,CO,80504,Other,7350 ∑ Email Service
House District 48,"Evans, Gabe",16.3,4/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,4/10/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,4/14/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",53.51,4/15/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6612 ∑ Business Cards
House District 48,"Evans, Gabe",400,4/21/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 48,"Evans, Gabe",26.8,4/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",20.6,4/26/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",14.6,4/27/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",144.58,12/9/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 48,"Evans, Gabe",55.35,12/9/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6612 ∑ Business Cards
House District 48,"Evans, Gabe",8.9,12/13/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",500,12/14/21 0:00,India  Hargett,Fort Lupton,CO,80621,Other,6420 ∑ Production & Design
House District 48,"Evans, Gabe",4.3,12/14/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",53.2,12/15/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",8.3,12/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",17.8,12/21/21 0:00,Deluxe Checks,Colorado Springs,CO,80920,Other,7214 ∑ Office Supplies
House District 48,"Evans, Gabe",4.3,12/22/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",0.7,12/24/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.3,12/25/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",31.3,12/26/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",10.4,12/27/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",29.18,12/28/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",12.3,12/29/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",20.14,12/30/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",16.7,12/31/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Erickson, Spring",,,,,,,,
House District 49,"Amabile, Judy",48,10/4/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,10/4/21 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",67.32,10/18/21 0:00,Hotel Boulderado,Boulder,CO,80302,Travel & Lodging,Meeting
House District 49,"Amabile, Judy",43.51,10/25/21 0:00,Best Buy,Boulder,CO,80302,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,11/2/21 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",48,11/2/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",163.17,11/8/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
House District 49,"Amabile, Judy",290,11/12/21 0:00,House Dem Majority Fund:,Denver,CO,80203,Other,Dues
House District 49,"Amabile, Judy",36,11/16/21 0:00,Samuel  Johnson-Saeger,Boulder,CO,80305,Consultant & Professional Services,Intern Pay
House District 49,"Amabile, Judy",80,11/16/21 0:00,Annabelle  Katz,Boulder,CO,80305,Consultant & Professional Services,
House District 49,"Amabile, Judy",64,11/16/21 0:00,Braedon  Blumfield,Louisville,CO,80027,Consultant & Professional Services,Intern Pay
House District 49,"Amabile, Judy",48,12/1/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
