committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Colorado Democratic Party,Political Party Committee,2.98,11/28/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.4,11/28/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.79,11/28/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.6,11/28/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,87.12,11/28/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
United Colorado Committee,Political Party Committee,115.2,11/28/21 0:00,Ups Store,Breckenridge,CO,80424,Rent & Utilities,In Kind - Mailbox Fee
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Committee To Elect Hugh Mckean,Loveland,CO,80537,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Committee To Elect Hugh Mckean,Loveland,CO,80537,Contributions,2022 General
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Elect Paul Lundeen,Monument,CO,80132,Contributions,2022 General
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Elect Paul Lundeen,Monument,CO,80132,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,625,11/29/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,2021 Contribution
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Karen For Co,Longmont,CO,80503,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Karen For Co,Longmont,CO,80503,Contributions,2022 General
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Lynch For Colorado,Wellington,CO,80549,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Serena For Colorado,Denver,CO,80212,Contributions,2022 Primary
American Property Casualty Insurance Association Colorado Political Action Committee,Political Committee,200,11/29/21 0:00,Serena For Colorado,Denver,CO,80212,Contributions,2022 General
Cannpac,Political Committee,200,11/29/21 0:00,Katie  March,Denver,CO,80203,Contributions,
Colorado Democratic Party,Political Party Committee,2,11/29/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,6,11/29/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,1.99,11/29/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License
Colorado Democratic Party,Political Party Committee,70.72,11/29/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License
Colorado Intellectual And Developmental Disability Alliance,Political Committee,290,11/29/21 0:00,Ups Store,Denver,CO,80224,Rent & Utilities,Po Box Rental
Colorado Psychological Association,Political Committee,3.93,11/29/21 0:00,Stripe,San Francisco,CA,94110,Bank Fees,
Copic Small Donor Committee,Small Donor Committee,2000,11/29/21 0:00,Committee To Elect Nick Hinrichsen,Pueblo,CO,81005,Contributions,Misc. Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,-2000,11/29/21 0:00,Jonathan Singer For Hd 11,Longmont,CO,80501,Returned Expenditure,Returned Contribution. Original Check Never Cashed.
Farmers Employees And Agent Pac (Feapac),Political Committee,625,11/29/21 0:00,Serena Lucha Leadership Fund,Denver,CO,80212,Contributions,2021 Contribution
Garnett Leadership Fund,Political Committee,80.73,11/29/21 0:00,Starbucks,Denver,CO,80218,"Food, Beverages and Meals",
Hilltop Victory Fund,Political Committee,625,11/29/21 0:00,Serena Lucha Leadership Fund,Denver,CO,80212,Contributions,
Kc Becker Leadership Fund,Political Committee,625,11/29/21 0:00,Blue Rising Victory Fund,Evergreen,CO,80439,Contributions,
Leroy Garcia Leadership Fund,Political Committee,72.04,11/29/21 0:00,Loaf N Jug,Pueblo,CO,81003,Travel & Lodging,Gas
Leroy Garcia Leadership Fund,Political Committee,165.11,11/29/21 0:00,Starbucks,Pueblo,CO,81008,"Food, Beverages and Meals",Gift Cards For Volunteers
Southern Colorado Values Pac,Political Committee,10,11/29/21 0:00,Firstbank North,Arvada,CO,80006,Bank Fees,
Valdez For Colorado Rainbow Fund,Political Committee,2,11/29/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Apartment Association Of Metro Denver Small Donor Committee,Small Donor Committee,5350,11/30/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Architects Of Colorado Political Committee (Arcpac),Political Committee,2.5,11/30/21 0:00,Bank Of Denver,Denver,CO,80202,Bank Fees,
Architects Of Colorado Small Donor Committee,Small Donor Committee,2.5,11/30/21 0:00,Bank Of Denver,Denver,CO,80202,Bank Fees,
Colin Pac,Political Committee,200,11/30/21 0:00,Hartsook For House,Parker,CO,80138,Contributions,
Colorado Apartment Association Small Donor Committee,Small Donor Committee,5350,11/30/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Colorado Chamber Political Action Committee,Political Committee,200,11/30/21 0:00,Dylan Roberts For Colorado,Avon,CO,81620,Contributions,2021-2022 Contribution
Colorado Cleantech Pac,Political Committee,10,11/30/21 0:00,Wells Fargo,Denver,CO,80202,Bank Fees,Bank Fees
Colorado Committee Of Auto Retailers (Colo C.A.R.),Political Committee,200,11/30/21 0:00,Friends Of Dave Donelson,Colorado Springs,CO,80918,Contributions,
Colorado Committee Of Auto Retailers (Colo C.A.R.),Political Committee,200,11/30/21 0:00,Stovall For Hd 17,Colorado Springs,CO,80916,Contributions,
Colorado Democratic Party,Political Party Committee,2,11/30/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,3.95,11/30/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,7.12,11/30/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,0.4,11/30/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Dental Hygienists Pac,Political Committee,15,11/30/21 0:00,Jpmorgan Chase Bank,Columbus,OH,43218-2051,Bank Fees,
Colorado Health Care Association Pc,Political Committee,625,11/30/21 0:00,Coloradans For Western Values Leadership Pac,Colo. Springs,CO,80918,Contributions,
Colorado Intellectual And Developmental Disability Alliance,Political Committee,10,11/30/21 0:00,Wells Fargo,Denver,CO,80224,Bank Fees,Wells Fargo Bank Fee
Colorado Ski Country Usa Pac,Political Committee,2.5,11/30/21 0:00,,,,,Bank Fees,Bank Service Charge
Colorado State Fraternal Order Of Police Small Donor Committee (Fop),Small Donor Committee,12,11/30/21 0:00,Chase Bank,Westminster,CO,80031,Bank Fees,
Colorado Wins Sdc,Small Donor Committee,12,11/30/21 0:00,,,,,Bank Fees,
Conservative Action Committee,Political Committee,200,11/30/21 0:00,"Lori Saine For Freedom, Committee For U.S. Congress",Dacano,CO,80514,Contributions,Contribution For U.S. Congress
Conservative Action Committee,Political Committee,2,11/30/21 0:00,First  Bank,Arvada,CO,80004,Bank Fees,
Democrats For Education Reform Small Donor Committee,Small Donor Committee,10,11/30/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Duran For Colorado Leadership Fund,Political Committee,2,11/30/21 0:00,First Bank,Denver,CO,80218,Bank Fees,
Edie Hooton Leadership Fund,Political Committee,200,11/30/21 0:00,Janice Marchman For Colorado Senate,Loveland,CO,80538,Contributions,
Emily'S List - Colorado,Political Committee,2.5,11/30/21 0:00,,,,,Bank Fees,
Fenberg Leadership Fund,Political Committee,9,11/30/21 0:00,,,,,Bank Fees,Bank Fee
First Attempts Need Investments (Fani Pac),Political Committee,4,11/30/21 0:00,First Bank,Denver,CO,80203,Bank Fees,2 Months Banks Fees
Forever Young Pac,Political Committee,12,11/30/21 0:00,Chase Bank,Greeley,CO,80634,Bank Fees,Monthly Service Fee
Fuerza,Small Donor Committee,2,11/30/21 0:00,Firstbank,Denver,CO,80211,Bank Fees,Bank Fees
Garnett Leadership Fund,Political Committee,301,11/30/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,100,11/30/21 0:00,Hillstone,Denver,CO,80206,"Food, Beverages and Meals",
Home Care Pac,Political Committee,8,11/30/21 0:00,Keybank,Cleveland,OH,44101,Bank Fees,
Leroy Garcia Leadership Fund,Political Committee,164.14,11/30/21 0:00,Mr Tandoori,Pueblo,CO,81003,"Food, Beverages and Meals",Meeting Expense
Mckean Small Donor Committee,Small Donor Committee,10,11/30/21 0:00,First Bank,Brighton,CO,80603,Bank Fees,
Monica Pac,Political Committee,2,11/30/21 0:00,,,,,Bank Fees,
Naiop Colorado Pac,Political Committee,10,11/30/21 0:00,1St Bank Of Denver,Denver,CO,80202,Bank Fees,
Naiop Colorado Small Donor Committee,Small Donor Committee,10,11/30/21 0:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
Orale Fund,Political Committee,2,11/30/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,
Orale Fund,Political Committee,3350,11/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,25,11/30/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Rodriguez Leadership Fund,Political Committee,3350,11/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Caucus Dues
Rodriguez Leadership Fund,Political Committee,2,11/30/21 0:00,Firstbank,Denver,CO,80210,Bank Fees,Svc Chg
The Coleman Leadership Fund,Political Committee,4,11/30/21 0:00,1St Bank,Denver,CO,80249,Bank Fees,
United Colorado Committee,Political Party Committee,5,11/30/21 0:00,,,,,Bank Fees,Bank Fee
Zenpac,Political Committee,3,11/30/21 0:00,Sooper Credit Union,Arvada,CO,80003,Bank Fees,
Architects Of Colorado Small Donor Committee,Small Donor Committee,1000,12/1/21 0:00,Dylan Roberts For Colorado,Avon,CO,81620,Contributions,
Buckner For Colorado Leadership Fund,Political Committee,400,12/1/21 0:00,Elect Thomas Tony Exum,Colorado Springs,CO,80910,Contributions,
Colorado Physical Therapy Pac,Political Committee,400,12/1/21 0:00,Civica Acquisitions,Aurora,CO,80014,Consultant & Professional Services,Annual Mngt Fee
Fields For Colorado Leadership Fund,Political Committee,275,12/1/21 0:00,Original Dickens Carolers,Centennial,CO,80121,Consultant & Professional Services,
Garnett Leadership Fund,Political Committee,459.43,12/1/21 0:00,,,,,"Food, Beverages and Meals",
Griswold Leadership Pac,Political Committee,500,12/1/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consulting
Leroy Garcia Leadership Fund,Political Committee,100,12/1/21 0:00,Ute Pass Regional Health Service District,Woodland Park,CO,80863,Contributions,Donation To Center
Otsuka America Pharmaceutical Inc. Pac,Political Committee,200,12/1/21 0:00,Perry  Will,New Castle,CO,81647,Contributions,Direct Contribution
Otsuka America Pharmaceutical Inc. Pac,Political Committee,200,12/1/21 0:00,Herod Leadership Fund,Denver,CO,80207,Contributions,Direct Contribution
Otsuka America Pharmaceutical Inc. Pac,Political Committee,200,12/1/21 0:00,Putting Colorado First,Brighton,CO,80603,Contributions,Direct Contribution
Otsuka America Pharmaceutical Inc. Pac,Political Committee,200,12/1/21 0:00,Joann Ginal For Colorado,Fort Collins,CO,80524,Contributions,Direct Contribution
Otsuka America Pharmaceutical Inc. Pac,Political Committee,200,12/1/21 0:00,Dafna Michaelson Jenet For Colorado Hd30,Commerce City,CO,80022,Contributions,Direct Contribution
Terri Pac,Political Committee,10,12/1/21 0:00,,,,,Bank Fees,
Building Bridges For Colorado,Political Committee,400,12/2/21 0:00,Katie March For Colorado,Denver,CO,80203,Contributions,
"Colorado Chiropractic Pac (Cca, Cc-Pac)",Political Committee,41.43,12/2/21 0:00,Affinipay,Austin,TX,78746,Bank Fees,
Colorado Democratic Party,Political Party Committee,22.5,12/2/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,2111.32,12/2/21 0:00,Madeline R Zann,Denver,CO,80206,Employee Services,Payroll
Colorado Democratic Party,Political Party Committee,2896.6,12/2/21 0:00,Matthew  Mcgovern,Denver,CO,80203,Employee Services,Payroll
Colorado Republican Committee,Political Party Committee,17.51,12/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Political Action Committee,Political Committee,20.51,12/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Small Donor Committee,Small Donor Committee,17.51,12/2/21 0:00,Citywide Banks,Dubuque,IA,52001,Bank Fees,Bank Fees
Copic Small Donor Committee,Small Donor Committee,29,12/2/21 0:00,Committee To Elect Nick Hinrichsen,Pueblo,CO,81005,Contributions,Misc. Campaign Contribution
Esgar Leadership Fund,Political Committee,500,12/2/21 0:00,Emerge Colorado,Denver,CO,80202,Contributions,Donation
Fields For Colorado Leadership Fund,Political Committee,88.04,12/2/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,25.95,12/2/21 0:00,,,,,Bank Fees,Merchant Card Fee
Garnett Leadership Fund,Political Committee,380,12/2/21 0:00,Ngp Van,Washington,DC,20005,Office Equipment & Supplies,
Hansen Leadership Fund,Political Committee,12.04,12/2/21 0:00,Capitol Market,Denver,CO,80203,"Food, Beverages and Meals",
Leroy Garcia Leadership Fund,Political Committee,21.84,12/2/21 0:00,Siriusxm Radio,New York,NY,10020,Office Equipment & Supplies,News
Leroy Garcia Leadership Fund,Political Committee,49.5,12/2/21 0:00,The Senate Bar And Grill,Pueblo,CO,81003,"Food, Beverages and Meals",Meeting Expense
Monica Pac,Political Committee,200,12/2/21 0:00,Committee To Elect Barbara Mclachlan,Durango,CO,81301,Contributions,
Monica Pac,Political Committee,200,12/2/21 0:00,Cutter For Colorado,Littleton,CO,80127,Contributions,
Monica Pac,Political Committee,200,12/2/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,2500,12/2/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,2500,12/2/21 0:00,Senate Majority Fund,Denver,CO,80205,Contributions,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,2500,12/2/21 0:00,Democratic Senate Campaign Fund,Denver,CO,80204,Contributions,
Roberts Leadership Fund,Political Committee,400,12/2/21 0:00,Elect Thomas Tony Exum,Colorado Springs,CO,80910,Contributions,
The Coleman Leadership Fund,Political Committee,1.03,12/2/21 0:00,Patreon Inc.,Pali Alto,CA,94306,Other,Subscription
Coloradans For Western Values Leadership Pac,Political Committee,64.31,12/3/21 0:00,Deluxe.Orderpro,Rancho Cordova,CA,95741,Bank Fees,Blank Check Books
Colorado Democratic Party,Political Party Committee,766.15,12/3/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,882.64,12/3/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,42.06,12/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,22.49,12/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,1.54,12/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Homes For All Coloradoans Committee,Small Donor Committee,1000,12/3/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,
Investher,Political Committee,52.4,12/3/21 0:00,Squarespace Inc.,New York,NY,10014,Other,Website And Email Hosting And Maintenance
Judy Amabile Leadership Fund,Political Committee,200,12/3/21 0:00,Mccluskie For Colorado,Dillon,CO,80435,Contributions,
Leroy Garcia Leadership Fund,Political Committee,56.97,12/3/21 0:00,Loaf N Jug,Pueblo,CO,81003,Travel & Lodging,Gas
Perrypac,Political Committee,200,12/3/21 0:00,Woodward For Colorado,Loveland,CO,80538,Contributions,Rob Woodward
Bird For Colorado Leadership Fund,Political Committee,400,12/4/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Bird For Colorado Leadership Fund,Political Committee,400,12/4/21 0:00,Lindsey For Colorado,Arvada,CO,80002,Contributions,
Bird For Colorado Leadership Fund,Political Committee,400,12/4/21 0:00,Dylan Roberts For Colorado,Avon,CO,81620,Contributions,
Bird For Colorado Leadership Fund,Political Committee,200,12/4/21 0:00,City Of Westminster,Westminster,CO,80031,Travel & Lodging,
Colorado Democratic Party,Political Party Committee,46.67,12/5/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,4.16,12/5/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,201.46,12/5/21 0:00,Actblue Technical Services,West Somerville,MA,2144,Bank Fees,Merchant Fees
Colorado Credit Union Political Action Committee,Political Committee,400,12/6/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Colorado Democratic Party,Political Party Committee,84.76,12/6/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,License Software
Colorado Democratic Party,Political Party Committee,37.73,12/6/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,License Software
Garnett Leadership Fund,Political Committee,66,12/6/21 0:00,Grub Hub,Chicago,IL,60602,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,261.58,12/6/21 0:00,Cellars,Denver,CO,80202,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,35.19,12/6/21 0:00,Argonaut,Denver,CO,80203,"Food, Beverages and Meals",
Garnett Leadership Fund,Political Committee,272.78,12/6/21 0:00,Door Dash,San Francisco,CA,94103,"Food, Beverages and Meals",
Herod Leadership Fund,Political Committee,4,12/6/21 0:00,First Bank,Denver,CO,80218,Bank Fees,
Leroy Garcia Leadership Fund,Political Committee,10,12/6/21 0:00,Sp+ Parking,Denver,CO,80202,Travel & Lodging,Parking
Leroy Garcia Leadership Fund,Political Committee,73.05,12/6/21 0:00,Loves,Fountain,CO,80817,Travel & Lodging,Gas
Majorities Matter!Pac,Political Committee,159.95,12/6/21 0:00,Zoom,Glendale,CA,91203,Office Equipment & Supplies,
Majorities Matter!Pac,Political Committee,45,12/6/21 0:00,Constant Contact,Waltham,MA,2457,Office Equipment & Supplies,
Spokes Pac,Political Committee,100,12/6/21 0:00,Kolker For Colorado,Centennial,CO,80122,Contributions,
Colorado Health Care Association - Small Donor Committee - Chca - Sdc (Chca - Sdc),Small Donor Committee,500,12/7/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Colorado Health Care Association Pc,Political Committee,400,12/7/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Edie Hooton Leadership Fund,Political Committee,400,12/7/21 0:00,Cutter For Colorado,Littleton,CO,80127,Contributions,
Garnett Leadership Fund,Political Committee,102.52,12/7/21 0:00,Stoneys Bar And Grill,Denver,CO,80203,"Food, Beverages and Meals",
General Motors Company Political Action Committee (Gm Pac),Political Committee,625,12/7/21 0:00,Fenberg Leadership Fund,Boulder,CO,80302,Contributions,2021 Contribution
General Motors Company Political Action Committee (Gm Pac),Political Committee,625,12/7/21 0:00,Hansen Leadership Fund,Denver,CO,80220,Contributions,2021 Contribution
General Motors Company Political Action Committee (Gm Pac),Political Committee,625,12/7/21 0:00,Noco Leadership Pac,Loveland,CO,80537,Contributions,2021 Contribution
General Motors Company Political Action Committee (Gm Pac),Political Committee,625,12/7/21 0:00,Roberts Leadership Fund,Eagle,CO,81631,Contributions,2021 Contribution
Investher,Political Committee,53.12,12/7/21 0:00,Trader Joes,Denver,CO,80203,"Food, Beverages and Meals",Food For Legislative Preview
Kc Becker Leadership Fund,Political Committee,2800,12/7/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Leroy Garcia Leadership Fund,Political Committee,39.8,12/7/21 0:00,Elways,Denver,CO,80206,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,55.15,12/7/21 0:00,Bristol Brew Pub,Colorado Springs,CO,80905,"Food, Beverages and Meals",Meeting Expense
Lindsey For Colorado Leadership Fund,Political Committee,400,12/7/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Pipefitters Local 208 Political Education Committee,Small Donor Committee,1500,12/7/21 0:00,Hansen Leadership Fund,Denver,CO,80220,Contributions,Hansen Leadership Fund
Sweep Blue,Political Committee,2,12/7/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
Wine And Spirits Wholesalers Of Colorado Inc Pac,Political Committee,15,12/7/21 0:00,Bank Of America,Denver,CO,80206,Bank Fees,Remote Deposit Monthly Fee
Wine And Spirits Wholesalers Of Colorado Inc Pac,Political Committee,400,12/7/21 0:00,Colin  Larson,Littleton,CO,80127,Contributions,Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,2000,12/8/21 0:00,Elect Dennis Hisey,Colorado Springs,CO,80925,Contributions,Misc. Campaign Contribution
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/8/21 0:00,Elect Judy Amabile - Hd 49,Boulder,CO,80302,Contributions,2022 Primary/2022 General
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/8/21 0:00,Karen For Co,Longmont,CO,80503,Contributions,2022 Primary/2022 General
Fields For Colorado Leadership Fund,Political Committee,250,12/8/21 0:00,Thomas E Exum,Colorado Springs,CO,80910,Contributions,
Hilltop Victory Fund,Political Committee,200,12/8/21 0:00,Elect Judy Amabile - Hd 49,Boulder,CO,80302,Contributions,
Hilltop Victory Fund,Political Committee,200,12/8/21 0:00,Karen For Colorado,Broomfield,CO,80020,Contributions,
Investher,Political Committee,45.47,12/8/21 0:00,The Wine Seller,Denver,CO,80203,"Food, Beverages and Meals",Beverages For Legislative Preview
Judy Amabile Leadership Fund,Political Committee,200,12/8/21 0:00,Kyle Mullica For Sd 24,Federal Heights,CO,80260,Contributions,
Leroy Garcia Leadership Fund,Political Committee,20.72,12/8/21 0:00,Uber Technologies Inc.,San Francisco,CA,94105,Travel & Lodging,Travel
Leroy Garcia Leadership Fund,Political Committee,11.93,12/8/21 0:00,Gaylord Of The Rockies,Aurora,CO,80019,"Food, Beverages and Meals",Food
Leroy Garcia Leadership Fund,Political Committee,30.71,12/8/21 0:00,Que Bueno Mexican Restaurant At Dia,Denver,CO,80249,"Food, Beverages and Meals",Meeting Expense
Valdez For Colorado Rainbow Fund,Political Committee,18,12/8/21 0:00,Zoho,Pleasantville,CA,94588,Consultant & Professional Services,
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,"Tim Geitner, State House 19Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,"Tim Geitner, State House 19Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,"Tim Geitner, State House 19Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,"Tim Geitner, State House 19Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,12/8/21 0:00,Grow Freedom Fund,Falcon,CO,80831,Contributions,Contribution To Leadership Pac
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,12/8/21 0:00,Grow Freedom Fund,Falcon,CO,80831,Contributions,Contribution To Leadership Pac
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Ricks For Colorado,Aurora,CO,80015,Contributions,"Naquetta Ricks, State House  Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Ricks For Colorado,Aurora,CO,80015,Contributions,"Naquetta Ricks, State House  Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Ricks For Colorado,Aurora,CO,80015,Contributions,"Naquetta Ricks, State House  Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Ricks For Colorado,Aurora,CO,80015,Contributions,"Naquetta Ricks, State House  Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,12/8/21 0:00,Serena Lucha Leadership Fund,Denver,CO,80212,Contributions,Contribution To Leadership Pac
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,625,12/8/21 0:00,Serena Lucha Leadership Fund,Denver,CO,80212,Contributions,Contribution To Leadership Pac
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,"Matt Soper, State House 54Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,"Matt Soper, State House 54Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,"Matt Soper, State House 54Th Co"
Xcel Energy Western Political Action Committee Of Colorado,Political Committee,200,12/8/21 0:00,Committee To Elect Matt Soper,Delta,CO,81416,Contributions,"Matt Soper, State House 54Th Co"
Colorado Chamber Political Action Committee,Political Committee,200,12/9/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,2021-2022 Contribution
Colorado Professional Fire Fighters Small Donor Fund,Small Donor Committee,4000,12/9/21 0:00,Brittany Pettersen For Colorado,Lakewood,CO,80232,Contributions,
Colorado Professional Fire Fighters Small Donor Fund,Small Donor Committee,4000,12/9/21 0:00,Jessie Danielson For Colorado,Wheat Ridge,CO,80034,Contributions,
Colorado Professional Fire Fighters Small Donor Fund,Small Donor Committee,3000,12/9/21 0:00,Sullivan For Colorado,Centennial,CO,80015,Contributions,
Combine,Small Donor Committee,49.38,12/9/21 0:00,Wild Apricot,Toronto,CA,ON M5J 2L7,Advertising,
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/9/21 0:00,Committee To Elect Marc Snyder,Colorado Springs,CO,80904,Contributions,2022 Primary/2022 General
Farmers Employees And Agent Pac (Feapac),Political Committee,400,12/9/21 0:00,Katie March For Colorado,Denver,CO,80203,Contributions,2022 Primary/2022 General
Fields For Colorado Leadership Fund,Political Committee,250,12/9/21 0:00,Duane  Brown,Aurora,CO,80011,"Food, Beverages and Meals",
Foothills Republicans,Political Committee,7.19,12/9/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Fees
