District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 47,"Winter, Ty",16.3,3/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",70,3/16/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",79.86,3/21/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",66,3/21/22 0:00,Shell Oil,Trinidad,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",15.5,3/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",58.66,3/22/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",105.56,3/22/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",70,3/23/22 0:00,Wallace Oil,La Junta,CO,81089,Other,7654 ∑ Vehicle Repairs & Maintenance
House District 47,"Winter, Ty",40,3/28/22 0:00,Wallace Oil,La Junta,CO,81089,Other,7654 ∑ Vehicle Repairs & Maintenance
House District 47,"Winter, Ty",500,3/31/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",4.3,4/2/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",10.3,4/5/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",10.3,4/8/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",70,4/8/22 0:00,Loaf & Jug,Pueblo,CO,81003,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",75.54,4/12/22 0:00,Loves Travel,Walsenburg,CO,81089,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",4.3,4/14/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",1012.35,4/15/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
House District 47,"Winter, Ty",50.02,4/18/22 0:00,Exxonmobil,Colorado City,CO,81019,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",50,4/19/22 0:00,Phillips 66,Casstle Rock,CO,80104,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",1000,4/21/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",18.6,4/22/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",50.01,4/25/22 0:00,Gasamat,Trinidad,CO,81082,Other,7652 ∑ Vehicle Gas
House District 47,"Winter, Ty",95.14,4/26/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6612 ∑ Business Cards
House District 47,"Winter, Ty",5.6,4/27/22 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",94.54,4/29/22 0:00,Love'S Travel,Walsenberg,CO,81089,Travel & Lodging,
House District 47,"Winter, Ty",100.01,5/2/22 0:00,Shell Oil,Trinidaad,CO,81082,Travel & Lodging,Gasoline
House District 47,"Winter, Ty",119.72,5/5/22 0:00,Morrell Printing,Lafayette,CO,80026,Fundraising Expenses,Palm Cards
House District 47,"Winter, Ty",58,5/5/22 0:00,Us Postal Service,Trinidad,CO,81082,Fundraising Expenses,Stamps
House District 47,"Winter, Ty",1120.75,5/10/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
House District 47,"Winter, Ty",38.2,5/11/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,
House District 47,"Winter, Ty",49.2,12/10/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",4.3,12/10/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",33.4,12/12/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",500,12/13/21 0:00,India  Hargett,Fort Lupton,CO,80621,Other,6420 ∑ Production & Design
House District 47,"Winter, Ty",500,12/13/21 0:00,Tammy  Klein,Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 47,"Winter, Ty",1.3,12/13/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",24.2,12/14/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",8.3,12/15/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",144.58,12/16/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 47,"Winter, Ty",55.35,12/16/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6612 ∑ Business Cards
House District 47,"Winter, Ty",20.6,12/20/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",27,12/21/21 0:00,Us Postal Service,Trinidad,CO,81082,Other,7215 ∑ Shipping & Postage
House District 47,"Winter, Ty",17.8,12/21/21 0:00,Deluxe Checks,Colorado Springs,CO,80920,Other,7214 ∑ Office Supplies
House District 47,"Winter, Ty",24.6,12/25/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",4.3,12/29/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",23.54,12/31/21 0:00,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,"Winter, Ty",3,12/31/21 0:00,Firstbank North,Arvada,CO,80006,Other,7810 ∑ Service Charges
House District 47,"Ormiston, Edwin",,,,,,,,
House District 48,"Degroot, Terry",21.25,1/19/22 0:00,Bank Of Colorado,Eaton,CO,80615,Bank Fees,
House District 48,"Degroot, Terry",32,1/20/22 0:00,Bank Of Colorado,Eaton,CO,80615,Bank Fees,
House District 48,"Degroot, Terry",4.3,1/20/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",2.3,1/20/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",8.3,1/23/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",4.3,1/23/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot
House District 48,"Degroot, Terry",5.3,1/25/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",1.18,2/16/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",8.3,3/17/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",901.21,4/5/22 0:00,Vista Print Na,Lexington,MA,2421,Advertising,Banners And Handouts
House District 48,"Degroot, Terry",162,4/8/22 0:00,Wix.Com,Denver,CO,80202,Advertising,(Candidate Out Of Pocket Expense For Website)
House District 48,"Degroot, Terry",34.75,4/8/22 0:00,Wix.Com,Denver,CO,80202,Advertising,Candidate Out Of Pocket Expense For Website
House District 48,"Degroot, Terry",2.3,4/9/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",77.23,4/25/22 0:00,Vista Print Na,Lexington,MA,2421,Advertising,Hand Outs
House District 48,"Degroot, Terry",8.3,4/25/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",2.3,4/26/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot
House District 48,"Degroot, Terry",4.3,4/27/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot
House District 48,"Degroot, Terry",1.18,4/27/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot
House District 48,"Degroot, Terry",0.7,4/29/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",390.6,4/29/22 0:00,Vista Print Na,Lexington,MA,2421,Advertising,Candidate Out Of Pocket Expense
House District 48,"Degroot, Terry",4.3,5/3/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 48,"Degroot, Terry",300,5/4/22 0:00,Julie  Herrmann,Thornton,CO,80602,Consultant & Professional Services,
House District 48,"Evans, Gabe",1.3,1/6/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,1/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",0.98,1/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,1/13/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,1/14/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",5.7,1/16/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",400,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 48,"Evans, Gabe",238.69,1/17/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 48,"Evans, Gabe",4.3,1/17/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.26,1/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",47.04,1/25/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6614 ∑ Flyers
House District 48,"Evans, Gabe",18.2,2/1/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.1,2/2/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,2/3/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",11.9,2/4/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.3,2/5/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",144.57,2/10/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,7200 ∑ Office Expense
House District 48,"Evans, Gabe",1.3,2/18/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/20/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,2/27/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",212.27,3/1/22 0:00,Morrell Printing,Lafayette,CO,80026,Other,6623 ∑ Banners
House District 48,"Evans, Gabe",16.3,3/3/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",58,3/4/22 0:00,Us Postal Service,Hendereson,CO,80640,Other,6223 ∑ Postage
House District 48,"Evans, Gabe",4.3,3/5/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,3/7/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",16.3,3/11/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",2.3,3/16/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",61,3/20/22 0:00,Harts,Fort Lupton,CO,80621,Other,7652 ∑ Vehicle Gas
House District 48,"Evans, Gabe",39.56,3/21/22 0:00,Safeway,Fort Lupton,CO,80621,Other,5140 ∑ Event Food & Beverage
House District 48,"Evans, Gabe",4.33,3/30/22 0:00,Us Postal Service,Hendereson,CO,80640,Other,6223 ∑ Postage
House District 48,"Evans, Gabe",400,3/31/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7520 ∑ Accounting Fees
House District 48,"Evans, Gabe",62.5,4/4/22 0:00,Murphy Express,Brighton,CO,80601,Other,7652 ∑ Vehicle Gas
House District 48,"Evans, Gabe",200,4/5/22 0:00,Ryan  Winger,Frederick,CO,80504,Other,7350 ∑ Email Service
House District 48,"Evans, Gabe",16.3,4/9/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,4/10/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",4.3,4/14/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",53.51,4/15/22 0:00,Fort Lupton Pack And Ship,Fort Lupton,CO,80621,Other,6612 ∑ Business Cards
House District 48,"Evans, Gabe",400,4/21/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Other,7410 ∑ General Consultants
House District 48,"Evans, Gabe",26.8,4/25/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",20.6,4/26/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",14.6,4/27/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",50,5/2/22 0:00,King Soopers,Brighton,CO,80601,Travel & Lodging,
House District 48,"Evans, Gabe",25,5/2/22 0:00,Brighton Chamber Of Commerce,Brighton,CO,80601,Miscellaneous,
House District 48,"Evans, Gabe",15,5/2/22 0:00,Fort Lupton Chamber Of Commerce,Fort Lupton,CO,80621,Miscellaneous,
House District 48,"Evans, Gabe",3347.29,5/3/22 0:00,Morrell Printing,Lafayette,CO,80026,Advertising,Signs
House District 48,"Evans, Gabe",138.31,5/5/22 0:00,Home Depot,Brighton,CO,80601,Office Equipment & Supplies,
House District 48,"Evans, Gabe",206.28,5/5/22 0:00,Tractor Supply,Brighton,CO,80601,Office Equipment & Supplies,
House District 48,"Evans, Gabe",22.8,5/11/22 0:00,Anedot,Baton Rouge,LA,70808,Bank Fees,
House District 48,"Evans, Gabe",339.09,5/11/22 0:00,"Sws Polifi, Llc",Fort Lupton,CO,80621,Consultant & Professional Services,
House District 48,"Evans, Gabe",144.58,12/9/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6611 ∑ Letterhead & Envelopes
House District 48,"Evans, Gabe",55.35,12/9/21 0:00,Morrell Printing,Lafayette,CO,80026,Other,6612 ∑ Business Cards
House District 48,"Evans, Gabe",8.9,12/13/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",500,12/14/21 0:00,India  Hargett,Fort Lupton,CO,80621,Other,6420 ∑ Production & Design
House District 48,"Evans, Gabe",4.3,12/14/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",53.2,12/15/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",8.3,12/20/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",17.8,12/21/21 0:00,Deluxe Checks,Colorado Springs,CO,80920,Other,7214 ∑ Office Supplies
House District 48,"Evans, Gabe",4.3,12/22/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",0.7,12/24/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",1.3,12/25/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",31.3,12/26/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",10.4,12/27/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",29.18,12/28/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",12.3,12/29/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",20.14,12/30/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Evans, Gabe",16.7,12/31/21 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 48,"Erickson, Spring",162,4/13/22 0:00,Spring  Erickson,Lochbuie,CO,80603,Other,Payment For A 1-Year Website Subscription At Wix.Com.
House District 48,"Erickson, Spring",9.9,4/13/22 0:00,Spring  Erickson,Lochbuie,CO,80603,Other,1 Year Domain Name Springco48.Com Subscription At Wix.Com
House District 48,"Erickson, Spring",18.54,4/19/22 0:00,Spring  Erickson,Lochbuie,CO,80603,Office Equipment & Supplies,Name Tag For Candidate.
House District 48,"Erickson, Spring",250,4/21/22 0:00,Spring  Erickson,Lochbuie,CO,80603,Advertising,Voter File Access For House District 48 Election 2022.
House District 48,"Erickson, Spring",121.92,4/23/22 0:00,Spring  Erickson,Lochbuie,CO,80603,Advertising,Fabric To Create Banners And Facemask For Candidate. Purchased Through Fabric Wholesale Direct.
House District 49,"Amabile, Judy",320,1/3/22 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",48,1/3/22 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,2/2/22 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",48,2/2/22 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",1875,2/21/22 0:00,Steele Strategies,Denver,CO,80203,Advertising,
House District 49,"Amabile, Judy",48,3/4/22 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",500,3/10/22 0:00,Boulder County Democratic Party,Boulder,CO,80303,Miscellaneous,
House District 49,"Amabile, Judy",309.57,3/17/22 0:00,Warwick Denver Hotel,Denver,CO,80203,"Food, Beverages and Meals",
House District 49,"Amabile, Judy",203.24,3/29/22 0:00,Hazel'S Beverage World,Boulder,CO,80301,"Food, Beverages and Meals",
House District 49,"Amabile, Judy",48,4/4/22 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,4/4/22 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,4/11/22 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",230.63,4/25/22 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,Act Blue Fees For The Period
House District 49,"Amabile, Judy",420,5/2/22 0:00,Black Opal Strategies,Westminster,CO,80031,Consultant & Professional Services,Campaign Consult
House District 49,"Amabile, Judy",320,5/2/22 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",48,5/2/22 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",10.09,5/11/22 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 49,"Amabile, Judy",48,10/4/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,10/4/21 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",67.32,10/18/21 0:00,Hotel Boulderado,Boulder,CO,80302,Travel & Lodging,Meeting
House District 49,"Amabile, Judy",43.51,10/25/21 0:00,Best Buy,Boulder,CO,80302,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,11/2/21 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",48,11/2/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",163.17,11/8/21 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
House District 49,"Amabile, Judy",290,11/12/21 0:00,House Dem Majority Fund:,Denver,CO,80203,Other,Dues
House District 49,"Amabile, Judy",36,11/16/21 0:00,Samuel  Johnson-Saeger,Boulder,CO,80305,Consultant & Professional Services,Intern Pay
House District 49,"Amabile, Judy",80,11/16/21 0:00,Annabelle  Katz,Boulder,CO,80305,Consultant & Professional Services,
House District 49,"Amabile, Judy",64,11/16/21 0:00,Braedon  Blumfield,Louisville,CO,80027,Consultant & Professional Services,Intern Pay
House District 49,"Amabile, Judy",48,12/1/21 0:00,Google Gsuite,Mountain View,CA,94043,Office Equipment & Supplies,
House District 49,"Amabile, Judy",320,12/2/21 0:00,Ngp Van Inc.,Washington,DC,20005,Office Equipment & Supplies,
House District 49,"Amabile, Judy",4.35,12/30/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,
House District 49,"Amabile, Judy",179.48,12/31/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,Act Blue Fees For The Quarter
House District 49,"Caldwell, John",89.54,1/31/22 0:00,Daily Steals,Brooklyn,NY,11213,Other,7213 ∑ Office Furniture & Equipment
House District 49,"Caldwell, John",17.6,2/15/22 0:00,,,,,Other,7214 ∑ Office Supplies
House District 49,"Caldwell, John",0.9,2/16/22 0:00,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 49,"Caldwell, John",38.7,2/22/22 0:00,Office Max,Golden,CO,80401,Other,6211 ∑ Printing
House District 49,"Caldwell, John",12.65,3/1/22 0:00,,,,,Other,6221 ∑ Printing
House District 49,"Caldwell, John",36.55,3/8/22 0:00,Office Max,Golden,CO,80401,Other,6614 ∑ Flyers
House District 49,"Caldwell, John",33.46,3/14/22 0:00,Gotprint,Grapevine,TX,76051,Other,6612 ∑ Business Cards
House District 49,"Caldwell, John",67.19,4/5/22 0:00,Office Max,Golden,CO,80401,Other,6221 ∑ Printing
House District 49,"Caldwell, John",140.48,4/7/22 0:00,Tammy  Klein,Fort Lupton,CO,80621,Other,6611 ∑ Letterhead & Envelopes
House District 49,"Caldwell, John",108,4/25/22 0:00,Wix.Com,San Francisco,CA,94102,Other,6410 ∑ Registration & Hosting
House District 49,"Lehr, Kathryn",30,4/13/22 0:00,Office Depot,Boulder,CO,80301,Office Equipment & Supplies,Candidate Out Of Pocket Expense For Office Supplies
House District 49,"Lehr, Kathryn",83,4/15/22 0:00,Usps,Boulder,CO,80301,Miscellaneous,Candidate Out Of Pocket Expense For Po Box Rental
House District 49,"Lehr, Kathryn",550,4/16/22 0:00,Modern Media Management,Johnstown,CO,80534,Advertising,Candidate Out Of Pocket Expense For Website Design/Social Media Set Up
House District 49,"Lehr, Kathryn",24.37,4/30/22 0:00,Postnet,Lafeyette,CO,80023,Advertising,Candidate Out Of Pocket Expense For Business Cards
House District 49,"Lehr, Kathryn",179.23,5/2/22 0:00,Fedex Office,Loveland,CO,80538,Advertising,Candidate Out Of Pocket Expense For Brochures
House District 49,"Lehr, Kathryn",8.3,5/2/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",16.3,5/3/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",8.3,5/3/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot
House District 49,"Lehr, Kathryn",1.18,5/3/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",100,5/5/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",300,5/5/22 0:00,Julie  Herrmann,Thornton,CO,80602,Consultant & Professional Services,
House District 49,"Lehr, Kathryn",250,5/7/22 0:00,Modern Media Management,Johnstown,CO,80534,Consultant & Professional Services,Design
House District 49,"Lehr, Kathryn",4.3,5/7/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",200,5/9/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",2.3,5/10/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 49,"Lehr, Kathryn",16.3,5/11/22 0:00,Anedot,New Orleans,CO,70112,Other,Anedot Fee
House District 50,"Young, Mary",23.22,1/4/21 0:00,Google Llc,Mountain View,CA,94043,Miscellaneous,E-Mail Service
House District 50,"Young, Mary",34.24,1/12/21 0:00,"Zoom Video Communications, Inc.",San Jose,CA,95113,Miscellaneous,Zoom Communications
House District 50,"Young, Mary",10.99,1/22/21 0:00,Blue Host,Jacksonville,FL,32258,Miscellaneous,Web Hosting
House District 50,"Young, Mary",12,2/2/21 0:00,Google Llc,Mountain View,CA,94043,Miscellaneous,E-Mail Service
House District 50,"Young, Mary",34.24,2/12/21 0:00,"Zoom Video Communications, Inc.",San Jose,CA,95113,Miscellaneous,Zoom Communications
House District 50,"Young, Mary",10.99,2/22/21 0:00,Blue Host,Jacksonville,FL,32258,Miscellaneous,Web Hosting
House District 50,"Young, Mary",12,3/3/21 0:00,Google Llc,Mountain View,CA,94043,Miscellaneous,E-Mail Service
House District 50,"Young, Mary",34.24,3/12/21 0:00,"Zoom Video Communications, Inc.",San Jose,CA,95113,Miscellaneous,Zoom Communications
House District 50,"Young, Mary",10.99,3/22/21 0:00,Blue Host,Jacksonville,FL,32258,Miscellaneous,Web Hosting
House District 50,"Young, Mary",21.01,3/31/21 0:00,Act Blue,Cambridge,MA,2138,Fundraising Expenses,Act Blue Fees
House District 50,"Young, Mary",12,4/2/21 0:00,Google Llc,Mountain View,CA,94043,Miscellaneous,E-Mail Service
House District 50,"Young, Mary",34.24,4/12/21 0:00,"Zoom Video Communications, Inc.",San Jose,CA,95113,Miscellaneous,Zoom Communications
House District 50,"Young, Mary",10.99,4/22/21 0:00,Blue Host,Jacksonville,FL,32258,Miscellaneous,Web Hosting
House District 50,"Young, Mary",12,5/3/21 0:00,Google Llc,Mountain View,CA,94043,Miscellaneous,E-Mail Service
